Time,Heater,Air Conditioner,Fridge,Washing Machine,Oven,Lights,TV,Computer
2024-01-01 00:00:00,0.47741882059482255,0.6726638439782302,0.6495013325514565,0.2715834575919224,0.6146373822623044,0.7755698742192343,0.24733565607972574,0.790634692140304
2024-01-01 01:00:00,0.8372500920600447,0.5940898538062366,0.42360583989547884,0.4251619182831714,0.33280377832887126,0.23525383967255192,0.4832743041231185,0.5680410384776894
2024-01-01 02:00:00,0.5355546685391781,0.47144219060427034,0.6431017255987741,0.24863269184219178,0.590315368293219,0.5719347100252891,0.30140828716848606,0.02796947635350705
2024-01-01 03:00:00,0.6658565588916755,0.48153217383957625,0.8533863976408687,0.41354226276093253,0.34756905034546537,0.3424225017252989,0.4338610423337235,0.38538620194091916
2024-01-01 04:00:00,0.5326365611359097,0.8029040159851859,0.18379468264036858,0.6304195743843921,0.5160096937373577,0.113626701523802,0.7595699339707009,0.4892056999953729
2024-01-01 05:00:00,0.5602947374579648,0.41926535513475593,0.371729223223476,0.5610919378075546,0.9198536923457319,0.6208320979087184,0.9411212824208439,0.3318753451513986
2024-01-01 06:00:00,0.6105556504445467,0.5922265799230066,0.6872064069647882,0.3940520232813065,0.5047593862466923,0.687790195662391,0.8718361400257308,0.30274529938689065
2024-01-01 07:00:00,0.6942188289860545,0.3038743802218855,0.5427726822348609,0.5357771915350984,0.6492502361760536,0.494167655244331,0.636243302411895,0.2673506034070686
2024-01-01 08:00:00,0.6029380982702353,0.5655200978275292,0.6089740180025522,0.4848133023833467,0.4858252846169101,0.5140971869036998,0.432133295366274,0.10699474881299775
2024-01-01 09:00:00,0.5625018788885602,0.1345942632266124,0.5507449870392219,0.36124374093748635,0.4942043549692846,0.6979912864452996,0.580637732714611,0.6057603389270476
2024-01-01 10:00:00,0.9373756977277479,0.7418560447591455,0.6413378617723374,0.7953207984935373,0.562420832028494,0.36045652978010845,0.44372482176857964,0.7023183880813424
2024-01-01 11:00:00,0.31004974575448147,0.531424972860753,0.6442758055755031,0.34568125704607844,0.5368730047122477,0.2806795295255955,0.5772794835785476,0.2964048092677407
2024-01-01 12:00:00,0.32092943138871655,0.5919645468942474,0.3171405088636703,0.5586821718915899,0.7673446922946034,0.5719458884578321,0.5348522958319737,0.3991683538400486
2024-01-01 13:00:00,0.6984379338553751,0.5622292963848494,0.8298540933988263,0.4371007267641747,0.7576674751481132,0.7029943181936262,0.2185767854899544,0.27413552590865864
2024-01-01 14:00:00,0.8416380357862685,0.9175524227567682,0.12898871855205685,0.7472169841533889,0.46184421565810896,0.6819516726006031,0.6771787157725994,0.4491986849032054
2024-01-01 15:00:00,0.3882098737542776,0.673532125783588,0.42245498727380904,0.34501031271978444,0.4199878877779677,0.6992479184261132,0.11771024832923915,0.5356862436432162
2024-01-01 16:00:00,0.2091836422909168,0.5276869528750802,0.5761344855395776,0.5253368387791278,0.14852855155200895,0.4607070668790787,0.3596010479752635,0.8601423189276236
2024-01-01 17:00:00,0.3603464222343077,0.6725726050248475,0.2867279395887077,0.5198438974347988,0.6245547206315135,0.6021588338943116,0.43953816154689695,0.6256600061421029
2024-01-01 18:00:00,0.6194521033235851,0.5478635924489699,0.6709996578547449,0.031571983078404364,0.29630310256387377,0.45692575561626525,0.04922518858514724,0.12289276817963457
2024-01-01 19:00:00,0.4317976719894293,0.6130641347150908,0.678337661994174,0.44479887964083265,0.34569247057068,0.31346075288726516,0.27953666490495954,0.3393119104679193
2024-01-01 20:00:00,0.4379161835120612,0.3134746389420175,0.3410384571770734,0.44155515150221925,0.1343133919084346,0.49923952766198926,0.5021021029856159,0.5943172257701654
2024-01-01 21:00:00,0.4354536471110146,0.5469211218598075,0.5432344866281862,0.5815543734777571,0.04546822552920521,0.4926976201999617,0.7199805900457719,0.7466844263117814
2024-01-01 22:00:00,0.5905851280625469,0.7442866534069107,1.001920898608578,0.49565804888484816,0.7868495455878771,0.7990895731313982,0.3821232679003928,0.3490512669058855
2024-01-01 23:00:00,0.3734336352834232,0.9229758677493167,0.3690272394340067,0.4823179321725353,0.3030848794063652,0.49984711481318495,0.5210028245467246,0.7666191755559951
2024-01-02 00:00:00,0.4751520927807535,0.8253628868367823,0.7483504095626987,0.9289466750474136,0.11161464414571515,0.5256683955322621,0.1402825988434176,0.6151297388505977
2024-01-02 01:00:00,0.7104615624802333,0.06504003958834514,0.6468672308222354,0.48605324108354525,0.5864371239516065,0.5337687772157846,0.6027036883677138,0.724510394845607
2024-01-02 02:00:00,0.6289687547831997,0.46474005834453336,0.3569089819988416,0.675668947271604,0.4124464803402722,0.729251012419263,0.2854544837311488,0.5339112880796302
2024-01-02 03:00:00,0.5506188059952006,0.32905981369058607,0.3061030922254402,0.12476410125887089,0.2685699447955917,0.3301958060212834,0.5753597883283276,0.4760300070808517
2024-01-02 04:00:00,0.7021370862842023,0.5833583652003931,0.6352908770411083,0.8648468925046355,0.7962783696278275,0.5690054654257913,0.5461721268960588,0.4338475755575581
2024-01-02 05:00:00,0.7532796163174762,0.5214748355996596,0.8492273742309384,0.9091272799243844,0.6690155538548264,0.46001665680967363,0.7566502031026507,0.3240471209709051
2024-01-02 06:00:00,0.6888708796684357,0.7726607096539686,0.410045661012914,0.32424269256639693,0.7222956241823077,0.7203084761699667,0.503477022517159,0.5155676683934387
2024-01-02 07:00:00,0.39092562793762764,0.48655108736904223,0.24228226439776873,0.437765495866559,0.5374066189075986,0.21699052017378256,0.5211738838754937,0.678999866609354
2024-01-02 08:00:00,0.36183868032353816,0.998138453134658,0.5232839858080928,0.4389072761775112,0.7211313468157161,0.3771887851837563,0.9133854386295768,0.19112632942937924
2024-01-02 09:00:00,0.8341076498731526,0.9511300870036659,0.7024974224798719,0.49245177814741564,0.5411416645711343,0.4035563501893608,0.22074669416721338,0.5474181270545209
2024-01-02 10:00:00,0.37825457183173583,0.9395886881179218,0.531384043447045,0.5611968909913722,0.7777748549193454,0.7121104521956997,0.2804788674002323,0.3231694040995486
2024-01-02 11:00:00,0.5986832555475017,0.3792116761444842,0.312722346262448,0.3016978712342858,0.5966773933179086,0.3788955368633996,0.5890127853194174,0.6141380703644741
2024-01-02 12:00:00,0.34927126738446834,0.9400637216853023,0.6308601300018718,0.6315867745846555,0.48575550599380357,0.1271093396044654,0.38417459600170667,0.6549426642787173
2024-01-02 13:00:00,0.7573558410287313,0.5576988663019005,0.41163807812460124,0.29557485406100015,0.5745280712732488,0.5762670458370045,0.41883319355038695,0.27729411566536954
2024-01-02 14:00:00,0.5346764778508103,0.6855444878504191,0.462474952937574,0.5102943678434414,0.49734642729056516,0.6685970732379354,0.24627967726291627,0.5895802488377011
2024-01-02 15:00:00,0.5203996933706082,0.327627522635279,0.7227615540109152,0.3415056169806516,0.42509942513960997,0.848984490611701,0.29835228229598065,0.6934007355944122
2024-01-02 16:00:00,0.26437925840541765,0.7285448277985695,0.31051246188191056,0.6920019660456896,0.7131335776490739,0.6123904529987502,0.6449103429315544,0.22728112507567394
2024-01-02 17:00:00,0.4081849729495644,0.4100940992086064,0.8402212951359255,0.2331112012263068,0.6685205451794494,0.42363592017471247,0.7280320557828515,0.539306579013393
2024-01-02 18:00:00,0.8107607281813445,0.45826663099426923,0.6339911264611793,0.8355747942273652,0.31306003095879364,0.7973956795494699,0.6472838501484437,0.6233705203551996
2024-01-02 19:00:00,0.5295375909107086,0.7618633575082856,0.5596412767797276,0.4634020568908913,0.6800586657362574,0.781059540328747,0.5259619641471751,0.22628834464396064
2024-01-02 20:00:00,0.09784635284469112,0.8599311153037834,0.28372941494635484,0.4665729057602232,0.670292329983671,0.4400908194862662,0.5433173279075844,0.41781471328450887
2024-01-02 21:00:00,0.2672283373274877,0.43225028307798763,0.7285604269780097,0.5476502375759162,0.28188922349793155,0.5786278814585335,0.35453636488839085,0.8771874597005177
2024-01-02 22:00:00,0.7478030934535044,0.5021510745922999,0.7473256618251649,0.3892751595714042,0.13351253111305406,0.3990974817402959,0.4556530008456238,0.3174237046354961
2024-01-02 23:00:00,0.551887899777963,0.1567331851703837,0.4983897598010142,0.2240506213593667,0.41676667130417766,0.28600278313419997,0.7036828897247474,0.5151743523859058
2024-01-03 00:00:00,0.3941440231975454,0.27427097774219455,0.5595669858870786,0.7908002108914585,0.5873201513200758,0.3772035984413923,0.5442211530259584,0.5002871730825705
2024-01-03 01:00:00,0.7076963374063232,0.52346037852285,0.7743468279647069,0.6065606270034645,0.497525308387495,0.8285602339975313,0.5344751937307012,0.13949765709235717
2024-01-03 02:00:00,0.5757186802820912,0.45177897101533643,0.5103279074374353,0.3017140537566724,0.5341982443130823,0.8567327456526586,0.5600818905634257,0.7816239253309476
2024-01-03 03:00:00,0.326000814538128,0.4939759698940782,0.209781598266577,0.6075544710058243,0.750491553047125,0.533426960868879,0.6156573584254993,0.2752151047841368
2024-01-03 04:00:00,0.4681220204902,0.4659012614116118,0.5385594551386995,0.3201725818502058,0.31232821754266904,0.2684136295316346,0.7123267523882145,0.49946246645872955
2024-01-03 05:00:00,0.5492575386470946,0.7605640028973626,0.8630642234387201,0.7070516922378164,0.09270667024107321,0.5487122493952382,0.549838815638838,0.6110340539676251
2024-01-03 06:00:00,0.1315140384722291,0.5407664008206245,0.5235372178368508,0.4651821429838401,0.1570642169398621,0.5288192503071493,0.585376466801212,0.5928478468262841
2024-01-03 07:00:00,0.7887025083708992,0.17111815847827128,0.2910179175719553,0.3465804707276253,0.7620133628816509,0.2973678908001198,0.8168301851380246,0.3346601205262587
2024-01-03 08:00:00,0.22402126929603328,0.3475741716795342,0.39339417272473953,0.6397277217436277,0.13343179504876718,0.6891051150790156,0.24707964808924476,0.5969768916301681
2024-01-03 09:00:00,0.5905556960905287,0.49211068466467295,0.4143761735838001,0.5073228923506159,0.26515049846278854,0.28252328179109254,0.5061165364061709,0.5478535733863871
2024-01-03 10:00:00,0.1508868676365871,0.5570881788997235,0.7879895447425134,0.8166824844907208,0.181111377445612,0.3058453830482557,0.5148881428020626,0.44426884791090315
2024-01-03 11:00:00,0.2727859700790355,0.5192888288151387,0.42872897443055563,0.5234369495977518,0.08916161578471432,0.44855158624147107,0.5568002780630029,0.26813281529911537
2024-01-03 12:00:00,0.5513943813657489,0.7734167562723713,0.7391118692114067,0.3278583530660941,0.28250320270289375,0.44536842373125196,0.5220698362944234,0.57563780424138
2024-01-03 13:00:00,0.6019619605258405,0.08410258772631729,0.539176164977574,0.6436862080602549,0.9713382695487303,0.3364772300374595,0.27283758237406086,0.5229113218188077
2024-01-03 14:00:00,0.5463884567643605,0.5183232749272891,0.49783156228582925,0.6229997147961186,0.6761442774511728,0.4540947894609812,0.08725443983408548,0.32247663816993555
2024-01-03 15:00:00,0.8394163730638773,0.4504119154045195,0.43391932557131974,0.40470977978490796,0.5024341170859532,0.8088617284566422,0.5116722718795014,0.24215871884062518
2024-01-03 16:00:00,0.5843511059821741,0.15066164105234714,0.9513785951971132,0.1560811721737858,0.4251732073949539,0.48762394441685686,0.7891490602207436,0.7824031555864448
2024-01-03 17:00:00,0.6459661163139399,0.4435404320811577,0.12456928088348196,0.4591046890276678,0.39162985292524877,0.1456929343963141,0.5567436307645286,0.6662772128017553
2024-01-03 18:00:00,0.5869388158963376,0.41227247168977754,0.7133164088337403,0.8242594013977114,0.45921082417856224,0.5903804334022166,0.5161976264440173,0.4602579519698694
2024-01-03 19:00:00,0.2506782996776293,0.23930611882580705,0.4199991011650231,0.5891942945525246,0.467931938699058,0.578645401172277,0.7797543826095124,0.7804066110929802
2024-01-03 20:00:00,0.29436087132552013,0.2474567565429407,0.5537371008400847,0.6474251953534832,0.5136620464772559,0.47135521054395435,0.34633083869510206,0.44724904642357305
2024-01-03 21:00:00,0.48109024270678696,0.5639582315905471,0.4317429518673961,0.3959566655795797,0.2818334116153802,0.4255205292269945,0.292904005557871,0.5184048430777186
2024-01-03 22:00:00,0.3058742620631103,0.47650403256859103,0.024675916229348505,0.046594941096554154,0.05123796488887117,0.5849261210488282,0.5165845885169176,0.6486765699611449
2024-01-03 23:00:00,0.8744346733251815,0.6039357906105949,0.6826779174513191,0.5343478506547413,0.44070278989133865,0.3843964813665428,0.5061548204591624,0.5156088462529025
2024-01-04 00:00:00,0.4223912052348783,0.5080153086128594,0.5634396601073062,0.3493826698574355,0.3734703378840999,0.4770835191249147,0.7292675763026599,0.5254593906335004
2024-01-04 01:00:00,0.39486091944464896,0.720185917527104,0.39144436912646435,0.40939956052912485,0.4961923335135551,0.8430426925422951,0.4606902539211102,0.5351981231995384
2024-01-04 02:00:00,0.05587815847642208,0.6317664690377646,0.30456758826451297,0.6762294122712753,0.08073142307421005,0.13091610384429525,0.5598040967777087,0.45960270557342137
2024-01-04 03:00:00,0.03914737509964766,0.8422960575513596,0.6101829026478545,0.7353968090199253,0.5235085576123928,0.5257361428844869,0.7292672009430764,0.6349560414807767
2024-01-04 04:00:00,0.4844131152979574,0.5500314285642545,0.4068713950918798,0.27427800530979396,0.900412906645347,0.5017104735671362,0.6129440292402834,0.6319138594852173
2024-01-04 05:00:00,0.7085675447606412,0.4860009119667283,0.11414975371004221,0.48374918088836466,0.6273440489167795,0.5718226126394157,0.08777983965667135,0.3047944401517957
2024-01-04 06:00:00,0.19370074411745059,0.24916791795171694,0.5554969859415559,0.3447201921884617,0.6955501491810765,0.2981986752439394,0.39754992042646314,0.7085652172761756
